,%coarse,%fine,Area(m2),Coarse Carb(gm2d),Coarse Org(gm2d),Coarse Terr(gm2d),Coarse Terr+Org(gm2d),Coarse(%carb),Coarse(%organic),Coarse(%terr),Coarse(gm2d),Days deployed:,Fine Org(gm2d),Fine(%carb),Fine(%organic),Fine(%terr),Fine_Carb_gm2d,Fine_TerrOrg_gm2d,Fine_Terr_gm2d,Fine_gm2d,Lat,Lon,Mass Beaker,Mass Beaker + Sed,Mass Filter,Mass Filter + Sed,Mass Fine Fraction,Mass Sand Fraction,Month,Pod(P)/Tube(T),Precip,SSY,Total(%carb),Total(%organic),Total(%terr),Total(g),Total_Carb_gm2d,Total_Org_gm2d,Total_TerrOrg_gm2d,Total_Terr_gm2d,Total_gm2d,Waves,end,start
P3B,46.25,53.75000000000001,0.018241469247509915,0.061362612650592334,0.010738734939760066,-0.010631347590352409,0.00010738734940765778,99.8253012048029,17.469879518073967,-17.295180722876864,0.06147,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07143,-14.29384,-170.6773,67.495,67.532,1.681,1.724,0.043,0.037,Feb_2015,P3B,350.77399999999994,24.159987428583197,46.16920180722134,8.079819277109209,-7.99902108433055,0.07999999999999999,0.06135886920179716,0.01073807981927814,0.00010738079820283956,-0.0106306990210753,0.1329,1.1058333130831852,2015-03-11 00:00:00,2015-02-06 00:00:00
P3C,66.66666666666666,33.33333333333333,0.018241469247509915,0.03263489056604207,0.012036226415095797,0.008488883018862138,0.020525109433957935,61.38993710692638,22.641509433965005,15.968553459108612,0.05316,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02658,-14.29337,-170.6754,68.354,68.386,1.691,1.707,0.016,0.032,Feb_2015,P3C,350.77399999999994,24.159987428583197,40.92662473795092,15.094339622643336,10.645702306072408,0.048,0.03263489056604207,0.012036226415095797,0.020525109433957935,0.008488883018862138,0.07974,1.1058333130831852,2015-03-11 00:00:00,2015-02-06 00:00:00
P1A,55.2897657213317,44.71023427866832,0.018241469247509915,1.7966572105263137,0.20193157894736802,2.0983012105263183,2.3002327894736863,43.8541725681264,4.928899212509196,51.216928219364405,4.09689,30.0,0.4792237494325971,29.435466787713466,14.465123316689521,56.09940989559701,0.975185240490232,2.337774759509768,1.8585510100771707,3.31296,-14.29018,-170.6814,2.486,4.728,1.653,3.466,1.813,2.242,Mar_2015,P1A,307.08599999999996,19.969785067291244,37.40753543375189,9.192567350827058,53.39989721542106,4.055,2.7718460050914073,0.6811563711019939,4.638013994908593,3.956857623806599,7.40986,1.4253628716193223,2015-04-10 00:00:00,2015-03-11 00:00:00
P1B,84.14681764935571,15.853182350644282,0.018241469247509915,3.845702644690444,0.37974841530460807,3.650378940004948,4.030127355309556,48.82917285785046,4.8216939078752095,46.34913323427433,7.87583,30.0,0.33853312401883806,50.05641025641004,22.815279958137083,27.128309785452878,0.7427370153846121,0.7410629846153878,0.40252986059654977,1.4838,-14.28941,-170.6796,2.481,6.791,1.74,2.552,0.812,4.31,Mar_2015,P1B,307.08599999999996,19.969785067291244,49.02372904051941,7.6742499158433155,43.30202104363727,5.122,4.588439650395166,0.7182813973982456,4.771190349604831,4.052908952206586,9.35963,1.4253628716193223,2015-04-10 00:00:00,2015-03-11 00:00:00
P1C,38.67232728676186,61.32767271323812,0.018241469247509915,1.868164049578078,0.24348733834892336,1.5503386120729985,1.7938259504219218,51.01499593330616,6.649044326962208,42.335959739731635,3.66199,30.0,0.64638902281048,47.936250352013374,11.130667417628908,40.93308223035772,2.7837922794424026,3.023487720557598,2.377098697747118,5.80728,-14.28833,-170.6779,2.476,4.48,1.731,4.909,3.178,2.004,Mar_2015,P1C,307.08599999999996,19.969785067291244,49.12687291953763,9.39751946824719,41.475607612215164,5.182,4.651956239307902,0.8898764917508906,4.817313760692097,3.927437268941207,9.46927,1.4253628716193223,2015-04-10 00:00:00,2015-03-11 00:00:00
P2A,46.340093253188016,53.65990674681197,0.018241469247509915,4.878706951558536,1.5242534738386866,8.670749574602779,10.195003048441466,32.36566811726201,10.111999460243606,57.52233242249439,15.07371,30.0,2.3546472089956088,15.184511329049766,13.490023672641218,71.32546499830902,2.650415454305048,14.804314545694952,12.449667336699344,17.45473,-14.29177,-170.6822,2.507,10.756,,,9.552,8.249,Mar_2015,P2A,307.08599999999996,19.969785067291244,23.146275406683763,11.924644102500892,64.92908049081534,17.801000000000002,7.5291246225254245,3.8789018945599514,24.999325377474573,21.12042348291462,32.52845,1.4253628716193223,2015-04-10 00:00:00,2015-03-11 00:00:00
P2B,84.15841584158416,15.841584158415841,0.018241469247509915,0.13355202910832986,0.01739823139277831,0.1596997394988918,0.17709797089167012,42.9911569638918,5.600589535740644,51.40825350036756,0.31065,30.0,0.025103967391302627,49.34782608697367,42.934782608692714,7.717391304333617,0.028853673913053504,0.029616326086946494,0.0045123586956438665,0.05847,-14.29142,-170.6793,2.501,2.671,1.681,1.713,0.032,0.17,Mar_2015,P2B,307.08599999999996,19.969785067291244,43.99815405269685,11.514917151257803,44.48692879604535,0.202,0.16240598623931463,0.0425038621887228,0.20671401376068538,0.1642101515719626,0.36912,1.4253628716193223,2015-04-10 00:00:00,2015-03-11 00:00:00
P2C,97.93322734499205,2.066772655007949,0.018241469247509915,1.1329860971116361,0.13981407580883004,0.978479827079534,1.118293902888364,50.326307572209416,6.210425882557036,43.46326654523355,2.25128,30.0,0.0007015679082016077,33.64860797592221,1.4766741911210435,64.87471783295675,0.015986453649360643,0.03152354635063935,0.030821978442437746,0.04751,-14.29033,-170.6767,2.476,3.708,1.695,1.721,0.026,1.232,Mar_2015,P2C,307.08599999999996,19.969785067291244,49.98161743746898,6.112589997042461,43.905792565488554,1.258,1.148972423490793,0.14051560759301238,1.1498175765092067,1.0093019689161944,2.29879,1.4253628716193223,2015-04-10 00:00:00,2015-03-11 00:00:00
P3A,61.39088729016786,38.60911270983213,0.018241469247509915,0.21066151417004111,0.04229770580297494,0.21484078002698395,0.2571384858299589,45.032388663967744,9.041835357626109,45.92577597840615,0.4678,30.0,0.05648037542662087,36.02559726962478,19.197952218429936,44.776450511945285,0.10598730716723612,0.1882126928327639,0.13173231740614302,0.2942,-14.29273,-170.6794,2.52,2.776,1.631,1.792,0.161,0.256,Mar_2015,P3A,307.08599999999996,19.969785067291244,41.554946422986404,12.963021963356123,45.48203161365747,0.41700000000000004,0.3166486917431564,0.09877822736077366,0.44535130825684355,0.3465730808960699,0.762,1.4253628716193223,2015-04-10 00:00:00,2015-03-11 00:00:00
P3B,14.23076923076923,85.76923076923076,0.018241469247509915,0.022604800775180043,0.008909844961255466,0.0360953542635645,0.045005199224819964,33.434108527111434,13.178294573665827,53.38759689922274,0.06761,30.0,0.6519999999999035,242.13333333329751,159.99999999997632,-302.13333333327387,0.9866933333331873,-0.5791933333331873,-1.231193333333091,0.4075,-14.29384,-170.6773,2.526,2.563,1.653,1.876,0.223,0.037,Mar_2015,P3B,307.08599999999996,19.969785067291244,212.43382826472487,139.10614192007827,-251.53997018480317,0.26,1.0092943614685341,0.6609071908764839,-0.5341843614685344,-1.1950915523450183,0.47511,1.4253628716193223,2015-04-10 00:00:00,2015-03-11 00:00:00
P3C,77.27272727272727,22.727272727272727,0.018241469247509915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03106,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00914,-14.29337,-170.6754,2.523,2.54,1.711,1.716,0.005,0.017,Mar_2015,P3C,307.08599999999996,19.969785067291244,0.0,0.0,0.0,0.022000000000000002,0.0,0.0,0.0,0.0,0.0402,1.4253628716193223,2015-04-10 00:00:00,2015-03-11 00:00:00
